open_time,close_time,strat,dir,entry,exit,lots,pnl,commission,swap,market_state_on_open,liquidity_score_on_open,slippage,exec_ms,was_limit
2026.02.06 11:51:04,2026.02.06 11:51:40,EMA,1,4865.44000,4870.15000,0.01,4.71,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.06 12:18:03,2026.02.06 12:18:14,EMA,1,4875.36000,4873.34000,0.01,-2.02,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.06 12:19:41,2026.02.06 12:20:37,EMA,1,4865.97000,4863.91000,0.01,-2.06,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.06 12:34:00,2026.02.06 12:37:04,EMA,1,4867.04000,4867.13000,0.01,0.09,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.06 12:58:00,2026.02.06 12:58:40,EMA,1,4873.50000,4877.27000,0.01,3.77,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.06 14:34:00,2026.02.06 14:37:31,EMA,1,4885.20000,4883.06000,0.01,-2.14,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.09 11:08:36,2026.02.09 11:12:37,EMA,1,5028.16000,5026.10000,0.01,-2.06,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.09 11:32:17,2026.02.09 11:32:27,EMA,1,5025.48000,5023.44000,0.01,-2.04,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.09 12:19:28,2026.02.09 12:20:27,EMA,-1,5007.94000,5010.05000,0.01,-2.11,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.09 12:40:28,2026.02.09 12:41:03,EMA,-1,4991.81000,4993.82000,0.01,-2.01,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.09 12:59:36,2026.02.09 13:00:57,EMA,-1,4991.00000,4993.00000,0.01,-2.00,-0.03,0.00,0,0.00,0.00000,0,0
